ASIS{DrlMcz7fqm7YnVCfRQiclr0u6pFUVJ-r@erhsnrp}, d = 31, i = 10
ASIS{Uw6hsjt1TeW-X0PkQP9e9Rz9uxCfSyr|JaSLPpcA}, d = 40, i = 12
ASIS{U{tsAh!qnTav0VAcofVTwXYmU1UqeA3-kpwhl!TI}, d = 40, i = 12
ASIS{U|05REOBjVruxvdqvdHu!5VIWuYNip}mp_D}5w?r}, d = 40, i = 12
ASIS{V!2VkwVk3JzYjtycTDJR9R?0iO@O5{rY}rVt}RFv}, d = 40, i = 12
ASIS{V-@eJfY5LKkwHJeHFJ9}nR9ZMES9NtoHOThcWXCr}, d = 40, i = 12
ASIS{V-Rmmp-bv24F_LIV|csdcTwll58kdNu2jzHLwr!d}, d = 40, i = 12
ASIS{V-qt?-1T{x389eXNHYsU9t_kMJB}0ALvr-F!oleZ}, d = 40, i = 12
ASIS{V4-zK{@83s_nakxlw}-@FTSr!!eNXmJsA?xa!Xtt}, d = 40, i = 12
ASIS{V6D49dpcF0tF@SchKVY|X3mWwvOMWM3Ey5MHLUGr}, d = 40, i = 12
ASIS{V6D|B!{FZNU1Q}tn|ot9dKVT|Ok1eeHb1oE0_9rF}, d = 40, i = 12
ASIS{V9KJE9PrDRsM1q{hY}t{Hopg!AFy7tGfdRBOTRlR}, d = 40, i = 12
ASIS{V?LtsJSFyGv|aDS}aTTknxnGrf9_NtBpEWf{f7Cr}, d = 40, i = 12
ASIS{VBaPoLWPtkXOSxUHtj7nVW77|N?1v5hNP46xGtRH}, d = 40, i = 12
ASIS{VCO@bOjrxV8IUL|ar3jIUrt{s!dvn4@Ec5Wdy3xW}, d = 40, i = 12
ASIS{VI0zv6D3PZ@O0IxY9rFXLep}O5tBd-usEtJr0@GV}, d = 40, i = 12
ASIS{VJxs_14rV@aeS2MEOt@2wyXLN96G?B6?iaB2ijEr}, d = 40, i = 12
ASIS{VMwDq3KxivkEpLQ4hn}rravxZw{cPRchdU3ovfSu}, d = 40, i = 12
ASIS{VN4?XhvuQA5!__thYw8EekjySMDJLQ|oQ|OPkkBP}, d = 40, i = 12
ASIS{VN_O@FdLG3Dfd498yuOiKSrH1g}KLEmqnI-n7l@}}, d = 40, i = 12
ASIS{VOY?eJxe2L8O87zZ84Ehv{3xRIPJEZFF07ijAavn}, d = 40, i = 12
ASIS{VX?53zQ70e4Z-piWTdZKF7dds!YqobVQPdb2I7Ty}, d = 40, i = 12
ASIS{Vcxguq7GcMq7o3eZ}ESD!RtyV0DMw7BSowpF3Z_D}, d = 40, i = 12
ASIS{VfP9!R8}@mRfekCr}gzmByw@{7{3eN11vszQo1fS}, d = 40, i = 12
ASIS{VjPI90e6Fg9irOO5f7wrT|ZFQ{C_Hi{o@_p2ZvAr}, d = 40, i = 12
ASIS{Vk@iWKkyCw3IK5nZhB{N0JeO49bQmLftiSfAcO}d}, d = 40, i = 12
ASIS{VkQclhK!_NSzYwRya{jN-9WKGemnEsd4ntLuxAgE}, d = 40, i = 12
ASIS{VlLghXx50_mRGPiqwVjJnmi3S2fWQe{Di!W?pDAu}, d = 40, i = 12
ASIS{Vn1IVIi6u?KvOvsZzVYC9TvM70ncmu_6x3voaAQ{}, d = 40, i = 12
ASIS{VobCVuipKwcpkrv1Ej?jlw@_m@E2MFrnNieuW1TJ}, d = 40, i = 12
ASIS{VoehwP2!nmWyZib5kz{3gzEWNu}Rqa5c5LB|TYcE}, d = 40, i = 12
ASIS{VpzIFieHdXjGTAcQb4bQvi5lgI_f|r7xbAU}4-Ez}, d = 40, i = 12
ASIS{Vs5oumEnB@EV_HklXyKT|DbO9x1uPopRyE{TV31?}, d = 40, i = 12
ASIS{VsVecElTQMpQfwI@NjYwPw|LsMFhyxtHnpR5fTpk}, d = 40, i = 12
ASIS{VtnlHcrj}kEII{0shsWqvVZXC720SaI{Pm4WDc}{}, d = 40, i = 12
ASIS{Vw470rFXYgv1Tjp5}sm9y{kTTERbZb1kgFWHA5Jo}, d = 40, i = 12
ASIS{Vyj3-c5LNQO4NtwW{GdXgrIxOb2WvUeCy77zLiB3}, d = 40, i = 12
ASIS{V{Qn5sAF9GpvUzGCK3?L6DOvT6J1ez?93E62CQa0}, d = 40, i = 12
ASIS{V}QpYly{Rb9I0cF04qNLvYNBcu3kfVrEbSlfN@ev}, d = 40, i = 12
ASIS{W!jR074utIOcRTJJHyaDmdg!QQ1pZNgf{go?Fm1f}, d = 40, i = 12
ASIS{W!vNb@4PJuasYPsNi6NDgGCn?{e5ATAt{jPCChxm}, d = 40, i = 12
ASIS{W!xzI7u0wV92cbx_EdzSAOprD-Vr20YPdUDx1jPK}, d = 40, i = 12
ASIS{W-cRNheOr-xepzYdrdPAOEGGDeY346X3jXiZmUBd}, d = 40, i = 12
ASIS{W1?|CU{@v!ZqSLp@E{pFGW1cahT-h-KeZznE_X0c}, d = 40, i = 12
ASIS{W31Bn1!DlUcY{z0GCnG?eRHG@{pYfPFmFXPIb7{S}, d = 40, i = 12
ASIS{W3gg1cBz6lpscYQrLnQGuN5z@0!lyXT0j1Dm2Bgh}, d = 40, i = 12
ASIS{W5SV5yfKuNwXjR!w{Cc_YpNTHEm|doEvCQo}w8mn}, d = 40, i = 12
ASIS{W8cgJASEQIA}zOYl9tckA5FomlrUL37XeZTu4-zW}, d = 40, i = 12
ASIS{W9QRrn8bn@1TcS_ECMaiMaBmB9qVvnUZxe?{MVoW}, d = 40, i = 12
ASIS{W9}cDc91YZoueV!9Dcp020UJStvt!zkm-A7RV9M5}, d = 40, i = 12
ASIS{WCvZrnHeH9{G_k6isrO0C3R_mRBMUQaR?RjDhqcd}, d = 40, i = 12
ASIS{WDNMV!P4YhmxUspYQqe9KEoRYO28X1lQRmtsu-CJ}, d = 40, i = 12
ASIS{WG|AVG7mOmQX4M0nwnUhGl6TL1yeHYiopx|y!O3|}, d = 40, i = 12
ASIS{WHNOn@144hQr6EZE49Iw1|y_uLs?ZGv!IWeXgHFI}, d = 40, i = 12
ASIS{WIPSFp}7KloUPIFrgqn1FJ_zMRBkLAw4iq01-?20}, d = 40, i = 12
ASIS{WIsytTuuIL3Wq481Tez!4zAVis@{EEYPs8sKVeQ7}, d = 40, i = 12
ASIS{WKqJn}0McVh5@bCsz-Q1NDkQ2uU4viEn0FfGnz3b}, d = 40, i = 12
ASIS{WO85E3lFGk|r0L!8H9bGLqxe18au5Pu?dOb15Zti}, d = 40, i = 12
ASIS{WOWu|3XfThFD2aK0fi@qjenZ3Ls0jEL?AuNpMTSM}, d = 40, i = 12
ASIS{WOwk8mw9kJF8Ne1sHc07lyTd|{nLzJrwYvcz0A|0}, d = 40, i = 12
ASIS{WQD_ikONWG9Baty0czpa5TyA|QQ1K|N1l2@fCjI3}, d = 40, i = 12
ASIS{WRT_pTC{I@j!Arb2EpXCC|E60FND}3pRT6AmUvvc}, d = 40, i = 12
ASIS{WRmsDYl185}En6wu9|be-!2iwatkNj!!|rG6L!@A}, d = 40, i = 12
ASIS{WUCD!F0OW-5U2RLXtoYdMlb5}kl!p|{_HYoPS8i1}, d = 40, i = 12
ASIS{WVZgAJ03hTtr_tOgN-|hogS9jbQyw0VfAc?Bnf!S}, d = 40, i = 12
ASIS{WVtL815RN-rmchZIoAl7t|?B2wNYDF0p6_mtwy35}, d = 40, i = 12
ASIS{Wbh8pUZVJTIAmmqatyv_HHR2u1wRv!5S6XTc|@KE}, d = 40, i = 12
ASIS{Wg0EtxCb7_XYx|WM!iINuuI6!IeX@vZoeQ3lSfYD}, d = 40, i = 12
ASIS{WiYdInZBlaJpwCvak3-g5xTrJocaJlNY5vay0Cm1}, d = 40, i = 12
ASIS{WjmxK}SKA_o5tF4|Zhnjq|VZ4i0E9y!fag?DeuNo}, d = 40, i = 12
ASIS{WkSxJ!jwvKNpOt67jnr2V8tgiimdBGaXlkkNNlqe}, d = 40, i = 12
ASIS{Wkxo97cniwnDTA2FE@OMHI5MkG3x-NxLEj@CRSbF}, d = 40, i = 12
ASIS{WlreeOntbY0o0lJq|5!gPP7d90hw1g@X-mc8a7!d}, d = 40, i = 12
ASIS{WoO2WM7y{YHeBVok5h1K2vYyPKYze!5SnI4c@qzx}, d = 40, i = 12
ASIS{WwTZ2zyrc_1BBPy46dkawPgWhuR_1RWK4Owr!M0e}, d = 40, i = 12
ASIS{W|pUPpM-lz0O!IHhS!ZMTu5SjjZ1{Us3pXHrP52X}, d = 40, i = 12
ASIS{X!47JyZefyRuU_I16yQ6vVU-6Zi!J1eacZi_rzap}, d = 40, i = 12
ASIS{X07LS3QR4PYs2eG_k}QLR9abSoT27x@}U7BZGp0K}, d = 40, i = 12
ASIS{X0G}UiFWS|}Vg?lWpGS}M5X!faz0Ocg2e4s8F}R5}, d = 40, i = 12
ASIS{X0Pu|SpC2HlWZEv9cyoYzeCztDwrc}{zC1Nrbbdv}, d = 40, i = 12
ASIS{X0za_jpyvBfYaPUJVNY!RL56DkAfmbzPnj_bt4am}, d = 40, i = 12
ASIS{X3FTd?_CFyzL3O6q1VvuJhS7i4WQWQEYdtqxXkTj}, d = 40, i = 12
ASIS{XCtI13BUuogT87Kc-Hs!8OyuDSJj!7@J9NjK00@L}, d = 40, i = 12
ASIS{XEdVURJi_JMYQpJ1trtJ6KajUzTEn-pVd15Aw2AN}, d = 40, i = 12
ASIS{XFYj1i8Qb7Z0kEC{M-esvzWH}@p5id0NPHEFWyBZ}, d = 40, i = 12
ASIS{XKrj-Ftdu}_U9!Ysl|u{Lc!VHi!0_z?T5qYAVes4}, d = 40, i = 12
ASIS{XLLCM{e!FCy4Cq9vs1Z80nXx2v7nTARmsfLkJ3jh}, d = 40, i = 12
ASIS{XT-mZCc0cOnE?n5L@TdmPvZRJSZoEv7VCYUv|qqR}, d = 40, i = 12
ASIS{XUUseL6J7RklY4OCY4AIpA5ZCAQ_QQ0bjmJ!?w}t}, d = 40, i = 12
ASIS{XWTk!7O79k6nr9qH@6WiEqvU{q6}}el4q8bpBUBn}, d = 40, i = 12
ASIS{X_B!3OBUpp6InD{0Gq|C5!Lq7q-0diDXi3tYKJNx}, d = 40, i = 12
ASIS{X_Q?j24kWp0sO_Q|b64EaQn_k?{hn{DZToVjdt35}, d = 40, i = 12
ASIS{XdVnWvw9XVSpfAn}NMN@I5Fb5ij0AsR9Cc0|8n3Q}, d = 40, i = 12
ASIS{XgG?F?kQn!PS1YHhN35GKQKI}sWHlild9Js!E5E7}, d = 40, i = 12
ASIS{XhCJk9Lo_YV1f3sS!m7P3?uaeefpzx0skAA6jdfR}, d = 40, i = 12
ASIS{Xiuf2F{Xhc_coAM?xf6R}B?PpC07SHJJ!n9HmIv9}, d = 40, i = 12
ASIS{Xky{0N89jMSw3_6fon00oYOoPFYpnmjRQt8mTClS}, d = 40, i = 12
ASIS{XlaSHX0aDqq0yp42XPInLdv7{DDK8RQ1lT?KRcPF}, d = 40, i = 12
ASIS{Xo?nTqF7yPfKR1pknHWG}hveDvs5vM{@{sPBo?OZ}, d = 40, i = 12
ASIS{Xod1JOkveW45t{Ug3wYH9ftspYNbT|TWQMKM-L5d}, d = 40, i = 12
ASIS{XsKDR5vzM9edc@DqVQpT|n{hEG1{F84Mf2A4cCQh}, d = 40, i = 12
ASIS{XuBHD!DI1b5JrmiB3xlA59peX_v2@xmyzNULp4Qi}, d = 40, i = 12
ASIS{XwjqpEHLujvOF5r_xUjXaFlLW6fVRlW|e7o47nwG}, d = 40, i = 12
ASIS{Xxnj1GOtbCsFQ?poyIkUf?hE0cK5Mqlji1xrmqyd}, d = 40, i = 12
ASIS{Xy5p7Q8lXYctBMJTNVN19{y8ksGT2BrAEUUkTDt4}, d = 40, i = 12
ASIS{XyQJ-S}c98RYQ3_F3nuNvrNpy_?ADxtt78QASvLU}, d = 40, i = 12
ASIS{XzINnhkPczijlBlUhdBmMq9OaZMTGWzs5_4Uw9qv}, d = 40, i = 12
ASIS{X}O-?q2iPhpSyYV@nNpvpq?cUYmN1Ydfap0zegJ6}, d = 40, i = 12
ASIS{Y1YbvP4ENOHqM0gv09VDLIitxKAT4yAZvA}lqrgE}, d = 40, i = 12
ASIS{Y4PUO!{iwNBm-A_|l!RP_CpVYD5bNQ-Mo?cM914M}, d = 40, i = 12
ASIS{Y?NcSboJwFkS0w5HcM2SGLnX9ypw2rve{V3miIwZ}, d = 40, i = 12
ASIS{Y?u81_6qpK?u-dznr|@9jsc05Sxh_!aBH1hu5xMP}, d = 40, i = 12
ASIS{Y@JsAnr|LMM1{SY_pOgHvszpRwr85h2wCU2SUFtj}, d = 40, i = 12
ASIS{Y@P_5IeAtSgmu5CETyp8X_Z6PM{fCgoO1pHVmj!Z}, d = 40, i = 12
ASIS{YFti@?HT3Fic!{h2I_hSYEvBFltnCT|-sjQBCjf9}, d = 40, i = 12
ASIS{YHcRksY}-Ubcqnga-OBv65nk1|1u7kWgpjSRLuWE}, d = 40, i = 12
ASIS{YN7!nvYJduk@Zz}hZJwVLthsTPKeYIYfow1hIwra}, d = 40, i = 12
ASIS{YPi_aCPZAPz3zR64wa@5hJn5q2{0oR1pI|1fY!Zw}, d = 40, i = 12
ASIS{YSau@q!PkIvgRFvWVbv1Qet}RcHxWbn|az3cNmyx}, d = 40, i = 12
ASIS{YYSGSuZQBzKifsVH4vSv4AVTlQIeYSjLNW7sEcra}, d = 40, i = 12
ASIS{Ydcm3{e@1Le!y-oqkNcLyQOr8UGIuGv8oseSbgPu}, d = 40, i = 12
ASIS{Ye61zNjC|zdurL10KrFvwYq|y7PXOcmR0NPvdr6i}, d = 40, i = 12
ASIS{Yfiwwrkx34v||3kA5eK3eVhWiO@FrYYkpgxPxJ7s}, d = 40, i = 12
ASIS{YfpDU9P2_!SA8acE3-|NBd8yNFBtZMM8@ADdO5-L}, d = 40, i = 12
ASIS{Yhktq0n-MPZToC?rYuovhp4Xgg5gBt@D9JPNKY1m}, d = 40, i = 12
ASIS{YkxE3?ex!p}G|fB0__Fl_SZmRlAOHSpfTRNG2eCW}, d = 40, i = 12
ASIS{Yq253!NxGycGrA0UGhviF0XwvY|JpgPNAwO68Qc?}, d = 40, i = 12
ASIS{YsJEu9pFdXVEO2CCMe4{Ud14|nEGgE@neNkv7w5x}, d = 40, i = 12
ASIS{YwVztO@xw8s7IeIoFp5UTN57qHq_ffeL-X}PU3yL}, d = 40, i = 12
ASIS{Yx?am|lQvS|Ewng|Jw}E825!8jWrscHfhH1dmt4F}, d = 40, i = 12
ASIS{Yy?xwTp4X6tg6aNfyzv|KNgKTs9VnR{Q!TOZ!OiM}, d = 40, i = 12
ASIS{Z0L|Rv@lHDSR|}oRraefHC|cGnqR1TQTllxpOxkW}, d = 40, i = 12
ASIS{Z0OmKGW8RzqHNdP}l3aT09kwpxrP3RIJ94_A?_cq}, d = 40, i = 12
ASIS{Z2vzzE1fDmI4_qds1R!vSTg9RRYl@AgFYe-6j4NG}, d = 40, i = 12
ASIS{Z4M@S3vDRgZFkoGoisy{PEHGidSfchA2y?Rm5DXn}, d = 40, i = 12
ASIS{Z6XPJlpwndTEV}@zCeR-l4}v1ySLKOmK4YXha-Ju}, d = 40, i = 12
ASIS{Z?7JBvU{bpvm@l|cmj1!eFX0EKR@QN@fX8sEWNU2}, d = 40, i = 12
ASIS{Z?Y}ANZ-9L4GRc5SZXZdPzElb{nZjfo8UOLQent@}, d = 40, i = 12
ASIS{Z@SisSTe}RNOy3{hgPXS{?{MfYIt{NZ|!3DGPGGQ}, d = 40, i = 12
ASIS{ZAGHG3AE?uqR0HiM5DriLgevh3?E2!2T2jWzM!Sg}, d = 40, i = 12
ASIS{ZA||pr6BSFw@EAoAiTLqbYJ08tSvkkP31uAfATFV}, d = 40, i = 12
ASIS{ZBSLp5NR-atimkz1|KEdyV1Ur?6q5kPpPWztj1@0}, d = 40, i = 12
ASIS{ZG_gvjvWv0yWmB1stb|rf_W}OREiv5DfA0H?ELtr}, d = 40, i = 12
ASIS{ZN-b0yzdRCVFYa|vF?!AO|VTLxQ7QYUPWEbL9rr3}, d = 40, i = 12
ASIS{ZPb?B-1shzF7|4l4TtyqMtrE!VcEH-o3b-tIDDJm}, d = 40, i = 12
ASIS{ZP{-UdnRkUlx?9wc}OQBj?H4ExJcSNGdQnivm_Rg}, d = 40, i = 12
ASIS{ZTeoVy6092Z3tAnsZoeoszRDo!cx2eKNfVUWp{?m}, d = 40, i = 12
ASIS{ZWzS2kNzyJrH0i8ay4m0f8IGG8sEOHRijqV-T18{}, d = 40, i = 12
ASIS{ZXKhb!xOfP63I{43PF6AN2xB20cFn5M!@VGTWDZR}, d = 40, i = 12
ASIS{ZZHu|v1s9S0DTTZN0LEJ9LiOj9T-e?NZ@}7TF{0S}, d = 40, i = 12
ASIS{Z_PRVaBIMtGh3?QtUEZvKrbZr8NMq5}w!bRX8OBY}, d = 40, i = 12
ASIS{Zaf6iJaLojD80QrWEuxAw7Ao9u1URjW4txY_3iYO}, d = 40, i = 12
ASIS{Zf2tef6HRDe8S0c_ou}P3Bjoz9?EXiGH53PqHiYJ}, d = 40, i = 12
ASIS{Zf4NKgNXn@A@sh7ovlW5-p19UP9WO}uZSQzO}7G2}, d = 40, i = 12
ASIS{Zfa}gedQuN3Z_REzvP}QXBiV8HH}KpRH30aeAmhc}, d = 40, i = 12
ASIS{ZfsSmhcS}nXXLS}O{7ux-a1CuMRLOnUwiJBPrna_}, d = 40, i = 12
ASIS{ZhrZw_0{UD07MpKar4}Ey!}Hf-tP3IfSj4F--2Jx}, d = 40, i = 12
ASIS{ZiXQyncPauF3utflkU?eHfrRhuWRgqC_mNcmV53-}, d = 40, i = 12
ASIS{ZkeJJwVCGNP|Pg9vwE43xUhXaPD6{xdR2Rp4ctrA}, d = 40, i = 12
ASIS{Zmm}@Lb7{CoRNPeaSV2AT5Nf4dY9!O44sTzuxILx}, d = 40, i = 12
ASIS{ZoQUpV@scIx{9BJn?Pb!Qi2_|Bn_TJuiGT5t8IME}, d = 40, i = 12
ASIS{ZsDn?V{h@erGcTQRzWMnxrFZhEL54r!jfb5zXR!1}, d = 40, i = 12
ASIS{Zsy}-URgmr4VJUMEH|P11HZf}!zVp6P2kD7pOZcB}, d = 40, i = 12
ASIS{Zukq9GUeb8N6sP_G!sEkoMA3Y!RI22FcsEv52Y@d}, d = 40, i = 12
ASIS{Zw3p59ew7OPNoogvy@mTQ@D-xejXx{YBbZxjErU8}, d = 40, i = 12
ASIS{_!PmJGW4Dll-Kf!dr3h1c_Bj7e6hwJSuixPGajSF}, d = 40, i = 12
ASIS{_!y0Y@GXmG6g?4@pCrq{FCQUcRg|s5cis1oCjXkw}, d = 40, i = 12
ASIS{_0LspYA@oRvB8E7AH5RdFnqiufjy!URA9YmIpvCG}, d = 40, i = 12
ASIS{_0wSIrX}UkxqG17gze9pBglyY}-03ap}w97MOMRt}, d = 40, i = 12
ASIS{_6}W7?-Xb0Qj!s8oTqvC97k3ZMPFB8BlonSdM4}@}, d = 40, i = 12
ASIS{_7hk_icf9tvK43HUXWZGml!mBe@T9tb3tmfNuCcV}, d = 40, i = 12
ASIS{_@BBV07!4q9J8Q1V54gMl_btSc9GVRcjv_flRvmD}, d = 40, i = 12
ASIS{_AySUB_no4wIT_0@JNVra6|5iwD}jw|m|FPS{J6!}, d = 40, i = 12
ASIS{_Bk18FqouQ0i_Oqm1Td2GrEqjYXmcfjeZ}w_n@sf}, d = 40, i = 12
ASIS{_CPbcd|v-zc6XeRSMTn3}?1xx_AiPSogdj8SXbJw}, d = 40, i = 12
ASIS{_CT2OIMu6H!jJjpMe0_xyRt4ev|9!aZ6VX07L@j?}, d = 40, i = 12
ASIS{_FoTo2jLNbR83LgRMjdxPywKiJP|EI4D?4R1tsj4}, d = 40, i = 12
ASIS{_GsfRISe4L!ZK5uSaEVfRU1Lu4t|d|Dl-KSloAI3}, d = 40, i = 12
ASIS{_Kb-zl1w4O3noAtjm{dkkp!9Y4o}KfEYUeYdvOOV}, d = 40, i = 12
ASIS{_LZ3KGbQY9LORoytrG@D!u{3-4J1|Z7CBXqsRuvK}, d = 40, i = 12
ASIS{_NB-2Q8PP2Bi046phtoDp3W@O3wa9SCX0KF87y{{}, d = 40, i = 12
ASIS{_QMIOQQ}tq6UVnDIf0FJ!zset4@wlpomPo9bgv2a}, d = 40, i = 12
ASIS{_TREHNvbGF28XFIOj06t6?PkXFdMl?qneV}-OWAb}, d = 40, i = 12
ASIS{_Tzd63YPS{}FP2lmO0nM0MALe9Hy4ygEgVt6Vhf3}, d = 40, i = 12
ASIS{_ZAnnJSz-lEGUXvR9GUgHrvQGFku6BiaOIfd0p!K}, d = 40, i = 12
ASIS{_ZcsnTsPXkpo!FWzgrJ!@FAdiY5TdEKh-ADdrqYI}, d = 40, i = 12
ASIS{__5zjLoAjW0qCC-uVt1SKHEsy}J?Noo4@nk!6GA@}, d = 40, i = 12
ASIS{__Of2EgLBbhs1g!WPH2hS?O2sjyh{hEve!lRcgPQ}, d = 40, i = 12
ASIS{_dT6RC6JepBOw7_t_ArPZwfAv!vphVKDYB98QW{K}, d = 40, i = 12
ASIS{_g?Add|5s6fzM134C!}SqgcbblXHAqeDn8LTLn68}, d = 40, i = 12
ASIS{_gGcP8V!r?rRpwaiUWifab-MQXkMzSbHKhNvb1Xd}, d = 40, i = 12
ASIS{_hc-fvTOrtIB1y|usPUAg6WAMkj!AU}g}}ynIywb}, d = 40, i = 12
ASIS{_iWKNU4yKLG8FO0!_MT_nZzKa78ZIa@lkSRg@UOG}, d = 40, i = 12
ASIS{_mq_35R@yf52KLcJ!{2_!T8pwbcEF{H2E270Pyk6}, d = 40, i = 12
ASIS{_o{R5nb?HbbEF5U@0AEqSzke!}G|ozsoYQ|2a3sc}, d = 40, i = 12
ASIS{_p06EfK|QhGeRCDRkf_4Cr226egJopPTcZ-ohSW|}, d = 40, i = 12
ASIS{_p4|dj1JbchvZdt_VxxAY8xG0iNqTFukLunLu2oJ}, d = 40, i = 12
ASIS{_sRD5oRecaph4SJWuCg8Zk6@v06doEqHgo9jaRqy}, d = 40, i = 12
ASIS{_tHn7ylbLD{1TgsZ6CsmvtmZQma@XzyAVSExbPpM}, d = 40, i = 12
ASIS{_yuF5RqVl7|efw5ilRUVsrXK2177IcjuSZES||7A}, d = 40, i = 12
ASIS{_y{kPj7oNfiq12HbswQplISQG3dwbu}kend8GD-u}, d = 40, i = 12
ASIS{_z8!odKK0YYUTcC4SptvMhMLDm3oHZwC3N3tA4_G}, d = 40, i = 12
ASIS{_|uxSUXNYn6pMmzgy?VYgpS5R0U2_4kG|e3IDv_e}, d = 40, i = 12
ASIS{a3DW0cEe|CH1bpDHO{HkSSX1{ja5SbVqYrEz0R0p}, d = 40, i = 12
ASIS{a3cjf!rf|YXJ3?enyYIv64wQZEV5su78aDF8ez8C}, d = 40, i = 12
ASIS{a46BGggIFtrR||rqptWus{27YOEo6Gewb!E6Q7ie}, d = 40, i = 12
ASIS{a5sV{sC9n4cWrVew7zywlN8|cmINixvbo7jKpDUC}, d = 40, i = 12
ASIS{a8ALZFLXHcD!?eP81Ga@CT47OZZ1NPtX0gGJ79?4}, d = 40, i = 12
ASIS{a?U8AEGrZ!rSW@N8vUg!FrtPNMWxiDHRuIhhFc1D}, d = 40, i = 12
ASIS{a?juXU4Comv1c3PS0!FVG6oKaji5sQ5ZM0wDk8K8}, d = 40, i = 12
ASIS{aEMcEM4Tg1@0f4{rG9G|PMbm3EUarDHnxp67dFw9}, d = 40, i = 12
ASIS{aG8dp}8zR3ua27wc52k@cSqFOeFOO!tAtYyPlHXf}, d = 40, i = 12
ASIS{aI|GOoXwne84CKVbb0AQFwRvJ7yVXtUis1ZHWiK|}, d = 40, i = 12
ASIS{aK{Uv4FzlKSWN5L?_t@iftSR{QlD0Gcgw6NQy{OJ}, d = 40, i = 12
ASIS{aTr0W6{quStENmAJP}QIV6Z74I@Of89pu2oprmHz}, d = 40, i = 12
ASIS{aU@57CeZ!6d99WSKvQ4}ZMeKtzRKTN8!LAVYx3Z?}, d = 40, i = 12
ASIS{aWmM7e50mCi139z4v3-5P-kMxKvex8TwY4yg}u!h}, d = 40, i = 12
ASIS{aYR5PT4b!iImXQxxer@7_LBB4hikTcy4rFJuhaZq}, d = 40, i = 12
ASIS{aZvj7FQb8}g4AMpTBdrARlzoDOtvze0RYr!J?rVr}, d = 40, i = 12
ASIS{a_3DRC@KQZqXZip0wNHqtUE4NZ?L}Ty{TycRy8IW}, d = 40, i = 12
ASIS{a_D?6nu}cwx5LDt@QP4pr5xWfayMwki3QBe6QedF}, d = 40, i = 12
ASIS{a_t|fSQ|61jOSCAhLb13JXdVsi9pVsc_}NxySN5H}, d = 40, i = 12
ASIS{a_wqMFOsO21!HzcRxp|nSdjSxvDyMDFQb-wNo-8Y}, d = 40, i = 12
ASIS{ae69cO!l_|3HA{nh9CiOQwM3vccTFL1yBNVl3iuj}, d = 40, i = 12
ASIS{ahUm?F-3hP67Rdp7ws@oEk2P?iMLVOe9P3-6jp!N}, d = 40, i = 12
ASIS{ai27kRAqjnsTbeyUiV_jyXXkfKL0OO7hp!K?QYaK}, d = 40, i = 12
ASIS{ak4{t-tO80N2TyMIky?m{ScTyuV-f00Thv_4PG?E}, d = 40, i = 12
ASIS{ak7gSlAE12Ymf9CXeXsRiQ9VePHhiqtY2veclJ87}, d = 40, i = 12
ASIS{at4Jfpx0EzFXl-}Ya1?BAbf9Ecplv1J8Y4-OS1is}, d = 40, i = 12
ASIS{at_kN|WO3N}7efD-FjKJwvNBqt_|PaIMfr4oXc4-}, d = 40, i = 12
ASIS{auN_m{kdg{vUk_SGKzZfOTTPc79jUQo5yKETha?n}, d = 40, i = 12
ASIS{azmJUI5LaOhsf4DxPaVe_HXED_tmN4{{EUc9isoE}, d = 40, i = 12
ASIS{b!ToXJ_j3Yw2|PhckZOOa4}?XzILP4HRzvXNkqpq}, d = 40, i = 12
ASIS{b!rlo2DJuT0O!BNfA|X2kO37Z-3n{vAPMZ2lzsUz}, d = 40, i = 12
ASIS{b2qonRBPh8fA_!xmPdrl|?t}T-JmceF7gdog0ak-}, d = 40, i = 12
ASIS{b8t@afXw1GeQjME6G@qHScmeLbLipy7ue_PJc-qO}, d = 40, i = 12
ASIS{b9liw4KLStij6Eit7eURUdmyuyhnvtqK1|vmMM1s}, d = 40, i = 12
ASIS{b?5|AP0k2dW7mlHaVt!B1Nb7{vOtVfFyfmpxO6WE}, d = 40, i = 12
ASIS{bAFpFBXG3ySmM5i}xNVF?XH7eCP!ZvPW!ZLBC4b7}, d = 40, i = 12
ASIS{bC46}l-ZdZej70ZUB3{xhuvmTjcGP!_4os6xvb{I}, d = 40, i = 12
ASIS{bCP3|@hCzXuPybuAY_aLhL{n8Y-av53cMps1p6tS}, d = 40, i = 12
ASIS{bEf0Hh?rGrduSSsOybO?@LZWCS_KAF_p7h4dFeTK}, d = 40, i = 12
ASIS{bFwjq4AsrZs6GvK85}_8G4Wi63c_ujl!DYISV1xZ}, d = 40, i = 12
ASIS{bIDjPzDqv8m@3-KAvi0pTJ_W4HU1oKi_oeaciw9}}, d = 40, i = 12
ASIS{bJrIeb!plUtwZhvj|IcKx3y|0|!CwWRz1Fpf_t?2}, d = 40, i = 12
ASIS{bMj61Z!Eu2b2QygVeEuhHsKy2nDt2N{P7CcGTbIk}, d = 40, i = 12
ASIS{bTxqwnXv2BVr1Uju}sBb2cd3g?XFq-LahFOP0GE{}, d = 40, i = 12
ASIS{bUQpZ}qA}N!UJvB3s|E_r?lyZQ0hU3uc{F4v|kxI}, d = 40, i = 12
ASIS{bXH|a-B9x@-iMB!mWzAdRaPrtvS_pyTXSmyU7{YM}, d = 40, i = 12
ASIS{bYRLt8J9b}m7p7w7N8O0ucbrLO2D0cTTvbuBziTZ}, d = 40, i = 12
